review,target
"b'Years ago many big studios promoted serial films that were shown in movie theaters\'s in between the actual features along with a Newsreel of current events, plus cartoons, especially on a Saturday afternoon. (The parents loved it mostly) ""The Return of Chandu"" was a 12 episode serial where Chandu,(Bela Lugosi),""The Mysterious Mr. Wong"",\'34 is a magician with super natural powers and travels to the island of Lemuria to rescue the kidnapped princess of Egypt,(Nadji)Maria Alba,""Dr. Terror\'s House of Horrors"",\'43. Princess Nadji is held captive by the black magic cult of Ubasti, who believe that she is a reincarnation of their long-dead goddess Ossana. These 12-episode serials take you way back in time and are very well produced, considering we are talking about 1934 !'",1
"b""I'll be blunt and to the point. This film is not good at all. The film buff part of me hated the acting, script, story, direction and almost all of the editing. Amanda Peet has proven that she can act, as she was a high point of 'The Whole Nine Yards'. So she should have avoided this movie with a ten foot pole. However, the infantile part of me found this film to be very funny. If you can forget about how underpar the production quality is, and if you find smut jokes funny, then you should be all right. And for those of you who can't get off your pedestal, thats your choice. My inner child hasen't died, and I laughed a fair bit. Even then, only a 3 out of ten, because as a movie, it really does stink.""",0
"b""Poor Paul Mercurio. After landing the role of Scott Hastings in Strictly Ballroom, the best film in history, he managed to find himself doing a lot of rubbish. None of the characters in this film is very unlikable, or even hateable, but Mercurio's lead is the sort of person you prefer to ignore - completely unloveable and he wears OVERALLS. Big mistake in costume design, that one.""",0
"b""This first two seasons of this comedy series were very strange and they weren't very funny and had a drama element where Bill (the mother) was struggling with all the usual problems in life but that element was a bit depressing and didn't mix well with th comedy elements which is probably why it was dropped. After that it soon became one of the funniest comedy series the BBC have ever made! The chemistry between Bill and Ben's character's were very funny and there was always so many brilliant and memorable sketches in each series. The Christmas specials were hilarious and a real treat for Christmas. <br /><br />The show came to a stop when the main actor Gary Olsen playing Bill passed away which was very sad because he was a brilliant actor in films such as Up 'n' Under and a very funny man RIP<br /><br />This underrated show has sadly disappeared from our television screens and doesn't to be repeated that often - Though it does appear on UKTV Gold once in a while but it should be repeated on BBC one or two to show this brilliant Comedy to a new audience""",1
"b'Advertised by channel seven in Australia as the ""untold story"", this miniseries undoes itself in the first five minutes by washing over the titular character\'s childhood and adolescence in less time than a good director will use to set up a single event. This cowardice and self-censorship for the fear of offending anyone permeates the series, and is ultimately responsible for its failure.<br /><br />Robert Carlyle puts in a valiant performance as the most hated man of the twentieth century, but he is hamstrung by two things. The lack of a decent dialogue coach on the series leaves his Northern-UK heritage shining blindingly through his physical appearance, and the dialogue is at times truly abysmal. Apparently, acknowledging the fact that Hitler was raised in a Catholic family is off limits, but insulting millions of Vikings and their descendants by having Carlyle spew the most ridiculous lines about Valhalla is quite okay. Well, here\'s a clue for the writers - any person familiar with Viking mythology will tell you that Valhalla is about the embodiment of honour and might in battle, two things that the Nazis quickly eschewed in favour of rat cunning and backstabbing. Until we can wake up to ourselves and realise that the reason Hitler has never been excommunicated from the Catholic church is because it would require the embarassing acknowledgement that he was once a member, we will never learn what this awful period of the world\'s history has to teach us.<br /><br />So now that we\'ve managed to insult Vikings and the citizens of Scandinavian countries in this sham, you\'d think the series would stop there, but it doesn\'t. Stockard Channing\'s listing in the opening credits was particularly eyebrow-raising, given that her voice is heard, and her face seen, for about thirty seconds at the most during the opening credits, making it patently transparent that more footage of Hitler\'s early days were shot, but not included because of a typical nanny-state fear of offending someone. It is also quite ironic that the films or miniseries which give a far better insight into Hilter\'s character do not feature him at all.<br /><br />Until we learn to stop sugar-coating the truth and realise that the citizenry of Germany was mostly unopposed to Hitler\'s views, and not necessarily through ignorance, we will never learn to deal with the fact that subversions of democracy (yes, Germany was a democracy pre-Hitler) can occur anywhere, we are doomed. That\'s the one thing this mini-series got right in portraying. Unfortunately, that element is lost in attempts to make Hitler\'s religious beliefs appear those of a much more valiant people, and the inability to scratch past the surface in any part of the subject matter. David Letterman\'s show had it pegged when they ran short satirical segments about the series. They really might as well have made a family sitcom with him as the star, that\'s how badly it was written.<br /><br />All in all, this politically correct farce of a bio-pic is worth no points, but I gave it two because Robert Carlyle definitely deserves better material than this, and he is about the only thing in it that works.'",0
"b""rosanna arquette has done a brilliant job of taking us inside the very human world of life as a rock star. we finally get to see our musical icons as they see themselves: artists who just happen to be famous and must deal with the business of being an artist. her subtle device is her hand-held camcorder that is both the source of some footage and an insulator between herself and the interviewee--removing most of the congeniality that surely exists while allowing her subjects to speak frankly without pretense. i think what struck me the most is the intelligence, sincerity, and genuineness these people resonate as they talk about how they reside within the music business. these are all such interesting people and i couldn't help but wish documentaries like this accompanied every artist's CD.<br /><br />rock on, rosanna!""",2
"b'I saw this film at the London Premiere, and I have to say - I didn\'t expect much, but I did expect something that was at least mildly entertaining.<br /><br />The original ""Basic Instinct"" was no great film and is still something of a ""smut classic"" but it was entertaining. I can recall countless times flipping through channels on TV on a late Friday or Saturday night having come across the movie and finding myself beginning to actually pay attention to it.<br /><br />However, this lame-brain, waaay-belated sequel has nothing. Is Sharon Stone still gorgeous? Well, let\'s put it this way -- for a 47-year-old, she\'s pretty hot. Is she as beautiful as she was in the original? No. She also has clearly had plastic surgery on her face, and her haircut in this movie is somewhat unappealing. She doesn\'t look as soft or genuine or innocent as she did in the original -- which is sort of the whole point of being an evil seductress, and whatnot.<br /><br />The rest of the performances range from bad to terrible -- and Michael Caton-Jones (a typically safe director -- one who doesn\'t always do great work but manages to make worthwhile movies) has officially delivered his first true turkey; a movie so bad people were laughing at certain moments that were intended to be serious.<br /><br />I hear the film went through multiple editing sessions, and it\'s very clear from the start. Nothing makes much sense. The whole plot is a cosmic mess and the ending -- oh my! Talk about stupid AND unbelievable. (Still predictable, though.) I saw ""Gigli,"" I saw ""Son of the Mask"" -- and although I\'m not looking to ""smear"" this film, I can say with my own authority (which you don\'t have to agree with at all, mind you) that I prefer both those films over this catastrophic failure.<br /><br />By the way, Stone left five minutes before the movie began and people in the theater began throwing things at the screen during a particularly outrageous and insulting scene inside an orgy-type nightclub.<br /><br />""Basic Instinct 2"" -- basically, it stinks, too.'",0
"b""THE PERVERT'S GUIDE TO CINEMA (2007) **** <br /><br />If Loving Cinema Makes Me A Pervert, So Be It!<br /><br />If you are a true 'moviefreak' like me then I'm sure you can't get enough of films about film-making and I don't mean necessarily the dry documentary know and then. I mean a total discourse on the film viewing experience. Well if that's the case have I got a lulu of a film experiment for you.<br /><br />In Sophie Fiennes (sister of Ralph & Joseph if you were wondering) has noted philosopher cum cinephile Slavoj Zizek give his analysis on cinema with some impressive (and often outrageous) takes on everything from the silent era of Chaplin thru the modern age of the Wachowski Brothers analyzing, probing, and pontificating about the psychosexual underpinnings, socioeconomic, political and of course indefinable magic of the film going experience with his unflagging, determined and near-frenetic dissertations. To go from explaining how The Bates' house in PSYCHO is actually the mirrored psyche of the conflicted Norman Bates with each level as his Ego, Superego & Id is one thing but then to suggest the same thing about each Marx Brother in barely a beat is a remarkable test of faith that wins over the skeptic layman.<br /><br />Although I had no idea who Zizek was \xc2\x96 he resembles a hybrid of filmmaker Brian DePalma, European actor Rade Serbedzija and the hyperkinetic energy of filmmakers Quentin Tarantino and Martin Scorsese \xc2\x96 with his sibilant tongue and passion, the host comes across as a mad prophet. <br /><br />Fiennes cleverly inserts Zizek into several of the film clips' backgrounds peppered throughout making for a humorous tone but still lets the ranting and raving continue full throttle giving pause for argument in three acts covering the gamut of films by the likes of Kubrick, Lynch, Hitchcock and films as diverse as THE WIZARD OF OZ, THE RED SHOES, and FIGHT CLUB. <br /><br />There's something for everyone and if one man can provoke an argument or at least a reason to discuss a film's themes \xc2\x96 even if they are Freudian/Jungian to a fault \xc2\x96 then I say this collection of film theory is worth the watch. Seek it out now if you can before it comes to home video; it's the only way to appreciate it.""",1
"b'I am a huge fan of the original National Lampoon articles about O.C and Stiggs, and sadly, this movie captures little of the glory of those stories. Still, there are a few good moments, such as when King Sunny Ade and his African Beats are playing, and also when they show any exterior shot (the movie was filmed around Mesa and Phoenix, AZ). Also, I still remember the primal screams of ""SCHWAAAAAAAAAB!!"" when I think of this movie. The torture the Schwab family endures will most always bring a smile to my face. I think the biggest problems with this movie lie in the fact that the original O.C. and Stiggs articles were very \'out-there\', some of the concepts were not P.C. for even then in the late 80s. One article related how they put a hayride together and made all the mentally challenged kids at one school ride in it, and how OC & S each got oral sex from one of the kids. This kinda storyline does not make a movie producer automatically start scrambling for the checkbook. So these non-PC (frankly, audience-scaring) ideas had to be \'toned down\', to the point where the producers lost the core audience they were shooting for in the first place. Another area that needed work was the plot. It\'s pretty thin, even for this type of movie. The boys want King Sunny Ade to play a concert in town, so they do what they can to make it happen (Let\'s put on a bake sale!). That\'s it. As blah as this movie was, I still recommend it if only for the music. I can\'t wait until it finally comes out on DVD.'",2
"b'Mere thoughts of ""Going Overboard"" (aka ""Babes Ahoy"") make me want to weep. Throwing yourself out a window would be better than watching this movie. It\'s not even a supposed ""so bad it\'s good"" movie. I would spend money to buy copies of this movie and burn them so that people can\'t see it. Oh the pain, the pain...'",0
"b""When I first saw this movie I was with my dad. He encouraged me to watch this movie because it was one of his favorites. After watching the movie it instantly became one of my favorites. <br /><br />A River Runs Through It is about two brothers who each take a different path in life. Norman Maclean (Craig Sheffer) is the older of the two brothers and he is set on the path of education. Paul Maclean (Brad Pitt) is the rebellious younger brother who travels on a path full of obstacles. The movie follows these characters as the each follow their own path.<br /><br />There is no downside to this movie. You will be entertained the whole way through. The acting, directing, and script is all perfect. The two things that are exceptional are the cinematography and the score. Both of which entrap you in the world Robert Redford creates for you. <br /><br />This is an all around great movie that is destined to be a classic. It sure is in my book. If you haven't seen this movie definitely watch it as soon as you can because it will stay with you forever.""",1
"b'As I watched this movie I began to feel very nostalgic. As a child growing up in a rural area I felt as if I was a kid again! The swimming pond (it\'s called a ""tank"" in Central Texas), the running through the countryside like a wild free spirit! The story was very believable and I totally lost it and cried toward the end. Through the pain we go through in life...life goes on and there can be forgiveness.'",1
"b'I remember originally seeing this film at Radio City Music Hall when it came out. I didn\'t really understand the humor back then, but this movie can make me laugh out loud.<br /><br />With all due respect to George Burns (RIP), Walter Matthau really deserved the Oscar for this film. His performance is amazing--given the fact that he was 20 years younger than his character, Willie Clark. His mannerisms are first-rate. (""You know what kind of songs he wrote? Sh*t!"" and when speaking to the Spanish-speaking guy at the front desk: ""No! No! No enchilada!!"") Absolutely hilarious!<br /><br />Kudos to Richard Benjamin, who played straight man to Matthau.<br /><br />I just wish this was on DVD, because my VHS recording is getting a bit old.<br /><br />I had no interest in seeing the remake with Woody Allen, because in no way can it match the original.'",1
"b'I watched this movie, and hoped for something to get better the entire time. What is so great about a guy with no emotion? *yawn*<br /><br />You never see Alex show emotion for anyone other than his son. Yeah, I know that this is why his son is the only one to cause him to lose his temper (if you can call it that), I get it.<br /><br />Characters are undeveloped, relationships aren\'t given enough time to be understood. In one scene Sarah says they won\'t fall in love, and the next time we see her she\'s talking about how his death really shook her up because they were so close? Logic synapses abound in this film.<br /><br />It\'s like someone watched Boogie Nights and wrote this part to mimic Little Bill. Even the scene where he ""loses his temper"" is the same as when Little Bill shoots his wife, down to the facial expression (or lack thereof). Yes, William H. Macy is good at portraying a man without emotion - been there, done that - can you say Magnolia?<br /><br />This movie didn\'t only lack emotion, it lacked substance, a good script, developed characters, and a plot. And it certainly lacks my recommendation. :)<br /><br />~A~'",0
"b'This is like ""Crouching Tiger, Hidden Dragon"" in a more surreal, fantasy setting with incredible special effects and computer generated imagery that would put Industrial Light and Magic to shame. The plot may be hard to follow, but that is the nature of translating Chinese folklore to the screen; certainly the overall story would probably be more familiar to its native audience. However, an intelligent person should be able to keep up; moreover, the martial arts scenes potency are amplified by eye popping CGI.'",1
"b'The only scary thing about this movie is the thought that whoever made it might make a sequel.<br /><br />From start to finish ""The Tooth Fairy"" was just downright terrible. It seemed like a badly-acted children\'s movie which got confused, with a ""Wizard of Oz"" witch melting and happy kiddies ending combined with some bad gore effects and swearing.<br /><br />Half of the cast seem completely unnecessary except for conveniently being there to get murdered in some fashion. The sister of the two brothers, Cherise the aura reader and Mrs. McDonald have entirely no point in the film - they could have included them in the main plot for some interesting side stories but apparently couldn\'t be bothered. The people watching the film know the characters are there for some bloody death scene but come on, at least TRY and have a slight plot for them. The story in general is weak with erratic behavior from the characters that makes you wish they all get eaten by the witch.<br /><br />Add the weak plot and the weak acting together (the children are particularly wooden) and the movie ends up a complete failure. If only MST3K could have had a go at this one ...'",0
"b'I had lost faith in Sooraj R. Barjatya after the movie Main Prem Ki Deewani hoon, then a year back now I saw promos for Vivah which looked good. But I didn\'t want to waste my hard earned money watching it in cinema. When the film first came out on DVD I rented it and watched and I loved the movie and took back my words for Sooraj. I just finished watching it yesterday again and this time I thought I have to review this movie. Sooraj R. BarjatyaGot it right this time, okay I was not a huge fan of Hum App Ke Hai Kaun. But I have always loved Manie Pyar kiya, after Manie Pyar kiya to me I think Vivah is Barjatyas best work. I hardly ever cry in a movie but this movie made me feel like crying. If you have ever been in love before then there will be many moments that will touch you in this movie, the movie is just too sweet and will have you falling in love with it, my view a much underrated movie.<br /><br />The story of this movie you might call desi and very old times, but to me it seemed modern because the two couples which are getting an arrange marriage are aware it\'s an old tradition. It\'s done in present times, lots of people don\'t believe in this arrange marriage, but I do. The journey between the engagement and wedding which will always be special and this movie shows it clearly. When Prem meets Poonam for the first time, they show it how it is and that\'s reality and my parents where saying that\'s how they got married and it showed it in a way which is so real yes people the way Prem and Poonam meet in this movie is how most marriages happen. It was a very sweet, you feel nervous yet excited, the song ""Do Ajnabe"" shows that very well. Getting back to the story yes it\'s a journey which you soon get glued to between Prem and Poonam (Shahid Kapoor and Amrita Rao) and there families. A twist occurs in this movie which is really good, the last 30mins you all will be reaching for the tissue box.<br /><br />What makes this film so amazing is the chemistry between Prem and Poonam, how they fall for each other is too sweet. Simple boy and Simple Girl, when they first meet during and after the song ""Do Anjane Ajnabe"" It\'s very sweet to watch, She hardly says anything and Prem does all the talking being honest with her about his past and the girl he liked and him smoking. Then it leads on to them all having a family trip and then that\'s when they really do fall for each other. It makes you just want to watch the couple and watch all the sweet moments they have. Another factor is that Poonam chichi is really mean to her and you feel sorry for Poonam because she has been treated bad and makes you want to see her happy and when she finally finds happiness, you too start feeling happy with her the movie basically makes you fall in love with Poonam more then just Prem. When she finds happiness through Prem you want her to stay happy and also hope nothing goes wrong because the character is shown as a sweet simple girl. Which brings me to performances and Amrita Roa as Poonam is amazing in the movie, her best work till date you will fall in love with this innocent character and root her on to find happiness. Shahid Kapoor as Prem is amazing too, he is Poonam support in the film, he is her happiness the movie, together they share an amazing chemistry and I have never seen a cuter couple since SRK and Kajol. If Ishq Vishk didn\'t touch you to telling you how cute they are together this surely will. ""Mujhe Haq hai"" the song and before that is amazing chemistry they show. Scenes which touched me was when Prem takes Poonam to his room and shows her that\'s where they will be staying and he opens her up and they have a moment between them which is too sweet. Again if you have ever been in love with someone that much these scenes you can defiantly connect to. The film is just the sweetest thing you will see ever.<br /><br />The direction is spot on, to me a good movie is basically something that can pull me in and stop me believe for this hours what is being seen here is fake and there is a camera filing them. To me this film pulled me in and for those three hours I felt really connected to the movie. The songs you will only truly like when you have seen the movie as they are songs placed in the situation after I saw the movie I been playing the songs non stop! The music is amazing, the story is simply amazing too what more can I ask for?<br /><br />What I can finally say it, rarely do we get a movie that makes us feel good, this movie after you have seen it will make you feel really good and make you want to be a better person. Its basically the sweetest journey ever, its basically showing you they journey between engagement and marriage and many people say it\'s the bestest part of your life\xc2\x85Well this movie actually shows you way do people actually say that? Why do people actually say that the journey is just that amazing! Watch this movie and you will find out why the journey is amazing!'",1
"b""I watched this despite the poor reviews, but found to my disappointment that they really weren't lying. The script, acting, pacing, effects, just about everything here is terrible. The script is at least so inane in places as to be funny, and the plot is sufficiently wacky that it raises a small level of gonzoid fun. But it is a pretty small level. There was potential here, but only realised in a very light sprinkling of interesting touches that keep the film from the lowest rating. The gore is tame, and far too sparse, but there are a couple of weirdly effective moments. Some ludicrous fx work too, sometimes funny. The setting is interesting, and the inhabitants of Hellgate put in some mildly effective if basically pointless appearances. There's just about enough here that it might be mindlessly entertaining to someone in a very altered state of mind. But it would take a lot to ameliorate the awfulness so in my opinion, beware.""",2
"b'Michael Bowen plays an innocentish young man who hitchhikes a thousand miles to visit his absentee millionaire father (the creepy Ray Wise) at a sprawling, windmill-powered ranch and ends up tangled in the dangerous web of his young, scheming and seductive stepmother from hell (the yummy Clare Wren), thus causing trouble for the already dysfunctional family. An edgy, stylish and exciting drama that received no promotion and was sent straight to VHS and cable TV--where I first saw it. It is beautifully written, smartly acted, and tightly directed from a script that keeps you biting your nails. I cannot believe the reviewers who disliked it ever actually saw it. It is an undiscovered classic.'",1
"b""This is a very entertaining flick, considering the budget and its length. The storyline is hardly ever touched on in the movie world so it also brought a sense of novelty. The acting was great (P'z to Dom) and the cinematography was also very well done. I recommend this movie for anyone who's into thrillers, it will not disappoint you!""",1
"b'First of all, I ain\'t American or Middle-Eastern. Second of all, I don\'t have a religion. The closest thing to a religion I have are sports and movies. Henceforth, I believe I would be best served to supply an opinion of neutrality and free from bias.<br /><br />Most of these short films are an utter disgrace. This dreadful event should be used to commemorated all those innocent people whom were murdered by ""some"" barbaric and uncivilized morons. Instead, most of what I saw in these short films were conceited attempts to score varied political points. Examples:<br /><br />1) Ken Loach\'s segment. Sure, we are all sad that this dude had a hard life in his country but what has that got to do with the innocent victims of 2001? Two wrongs don\'t make a right?! Whatever! This film should have a subtitle for those who have trouble listening to a partially incoherent Chilean-English accent.<br /><br />2) Most disturbing is Youssef Chahine\'s segment. It is obvious that he has trouble with logic. He justified the murders due to - America being a democracy and because some Americans voted the politicians in power, then all Americans in the end are responsible for the actions and decisions made by their leaders on the Middle-East. Helloooo! Is this guy for real?? Some Americans don\'t even vote! Some Americans don\'t even know where the Middle-East is; some don\'t even know what religion is practiced there; and majority don\'t know the real political issues that are played behind the scenes. ### Mr Chahine, the reason why we have all these problems in the world is because there are too many people with your kind of logic. The innocent victims in the Twin Towers came from around the world. The murdered firefighters, rescuers, office workers, by-standers and flight passengers have nothing to do with politics. And yet, we are not allowed to go about our lives because ""some"" people think everyone has to choose a side or a religion. We are perceived as fair game for the extreme politics.<br /><br />3) The Israeli segment showed their own bombed victims. Another filmmaker using this event to push their own political agenda. Sometimes, it is not about you. Some people always think about the ""me, me, me."" Sometimes, it is about other people.<br /><br />4) Idrissa Ouedraogo\'s segment is a joke and another political point scorer. They obviously want money from the international community by highlighting their poverty. Blah, blah, blah.<br /><br />This movie denigrates the memory of ""Sept. 11th, 2001"" victims.<br /><br />The best thing for it is the TRASH CAN.'",0
"b'Collusion Course is even worse than the typical ""evil white male corporate capitalist"" movie of the week. This movie is less pleasant than a toothache. Jay Leno can act. He\'s good in his underrated debut movie, The Silverbears, in which he gives a performance consist with the demands of his character. This movie is so bad Leno\'s character, a sanctimonious buffoon, is less annoying than Morita\'s character, a sanctimonious fool.'",0
"b""I am amazed at how this movie(and most others has a average 5 stars and lower when there are crappy movies averaging 7 to 10 stars on IMDb. The fanboy mentality strikes again. When this movie came out just about everyone slammed it. Even my ex-girlfriend said this movie questionable. Years later I sat down to watch this movie and I found myself enjoying. Even laughing quite a bit. This and The Replacement Killers are the movies that had people labeling the director Antoine Fuqua as the black Michael Bay. I don't see how since most of Fuqua's movies are smarter than anything Michael Bay has came up with. At any rate...<br /><br />Story: Alvin Sanders(Jamie Foxx) is former convict that is used by a no-nonsense Treasury agent Edgar(David Morse) as a pawn to catch a killer named Bristol(Doug Hutchinson). Alvin's every moves are tracked by a bug implanted in his jaw after an accident. While these agents are after Bristol, Bristol is after the gold bricks that were taken in a heist gone awry.<br /><br />Jamie Foxx is funny as well as great as Alvin Sanders. Alvin is a fast-talker that is a lot smarter than he lets on. Doug Hutchinson is okay as Bristol. He can be over-the-top sometimes in his John Malkovitchesque demeanor. He was better here than he was as Looney Bin Jim in Punisher: War Zone. David Morse is good as the hard edged treasury agent. Even Mike Epps is funny as Alvin's brother Stevie. Both him and Jamie had some funny moments on screen.<br /><br />The only flaw of the movie is the some of the attempts at a thriller fall flat. The scenario at the horse race track is way over-the-top but I couldn't look away. The director went all out there so he gets points for that. Plus the bomb scene with the treasury agent tied to a chair while the detonator rests on the door was pretty nifty.<br /><br />All in all Bait is not a bad movie by a long shot. Its never boring, its always funny and I wasn't checking my watch every minute. That should count for something. Bait is one of the most underrated movies of 2000 period.<br /><br />PS: to the reviewer that claimed this movie is too violent.... How long have you been living under a rock? I'm pretty sure you've seen the Die Hard series and EVERY movie by Quentin Tarantino. But those movies aren't violent right? Weirdo.""",1
"b'This is superb - the acting wonderful, sets, clothes, music - but most of all the story itself.<br /><br />I am amazed there aren\'t more reviews of this movie - certainly one of the best of the 1980s.<br /><br />It\'s also a wonderful movie to see in tandem with the great ""Random Harvest"" which has much the same opening crisis <br /><br />-- a middle aged, unknown English W.W.I officer is in a hospital toward the close of the war, suffering from shell shock and complete amnesia without any idea of his name, origin, or anywhere he belongs - he proves to be a very wealthy established man - when he ""recovers"", he will not remember the years before the war -- <br /><br />But there the movies\' resemblances end.<br /><br />My warmest thanks to all who participated in the movie - particularly the actors Ian Holm, Alan Bates, Ann Margret (what a great and surprising casting choice), Glenda Jackson, Julie Christie.<br /><br />This one stays with you forever.'",1
"b'Robin Williams and Nathan Lane have great ""chemistry"" as middle aged gay couple faced with a biggie: Their 20 year old son wants to get married and needs his ""parents"" to put on a phony pretense for the ultra-conservative in-laws coming for a short-notice visit. Gene Hackman is fantastic as the right wing politician desperate to escape a career threatening scandal. Just to see him in drag at the end is worth the price for this DVD.<br /><br />Both the opening scene and the final scene are priceless. Inbetween you\'ll find a big barrel of laughs. This is a very funny film, and despite the ""controversial"" subject-matter, a family movie! -- The underlying message that a ""non-traditional family"" can be more loving and nurturing than a dysfunctional ""traditional family"" is a bit buried under all of the laughs. Though dealt with through great comedy, it is a serious matter to ponder. It makes us rethink what exactly we mean by ""family values"".'",2
"b'OK now, lets see. What was funny in the first movie? I know, people with funny accents, people falling into the water, silly boat crashes and funny comments between the two teams. In this movie they have twisted the accent part to the max, no good. A whole a lot of people are falling into the water for uncertain reasons, no good. Boatcrash, check. Funny comments between the two teams, they tried but failed. Also, there are too may personalities they are following in this movie. This film should be about what is happening on the water, not on land. I am sorry to say that there is too far between the funny parts and the sponsors of the film are exploited to the max. No good. All in all, I give it four out of ten since it has some funny parts.'",0
"b'Anyone who does not find this movie funny, does not understand simple comedy. This movie is not a complex comedy, it is full of one liners, and sight gags, and will make anyone who wants to laugh, laugh... The alien who is doing a Nicholson impression will crack you up!'",1
"b""Katie Tippel is very similar to Turkish Delight. This film has tons of nudity in it. This is one of Paul Verhoeven's early Dutch movies. Rutger Hauer stars in this movie. This movie is also shocking like most Verhoeven movies. This movie was cut to avoid an X rating. I saw the unrated version from Netflix. I have never seen this movie cut. All of Paul Verhoeven's movies have nudity in it. Jan De Bont was the cinematographer for this as with other Paul Verhoeven's films such as Turkish Delight, The 4th Man, Flesh + Blood, and Basic Instinct. I have only seen this movie once. I wish I can own it. I also wish I did not throw away Basic Instinct. This is a very well done Dutch film.""",2
"b""This movie was just as good as some of the other westerns made by Anthony Mann and James Stewart like Winchester '73 and The Naked Spur, and much better than Thunder Bay and Bend Of The River. This film starts out like a run of the mill western but gets more complex as it goes along. It starts out with Jimmy Stewart and Walter Brennan arriving in Seattle and Stewart is charged with murder. He is found innocent but is cattle is stolen by a corrupt judge. Stewart then agrees to lead something but i forget what it is but Stewart only cares about getting his cattle back. As the movie goes along it's like Stewart only cares about himself just like his character in the Naked Spur. It gets much better at the halfway point after they arrive in Alaska. This is one of Stewart's better westerns.""",1
"b'Stifler, has finished running his naked mile and is now attending Beta House. Crazy stuff happens, people run around naked and nerds are made fun of and this series is dead in the water. The Naked Mile was a crap film, but I found it to be significantly better then Band Camp. It seems they\'ve gone back to what didn\'t work for them and it shows that they don\'t care either. You can tell where the target audience is and they nailed it perfectly. Young teenage boys who like to see naked women, crude humour and beer drinking will love Beta House, everyone else can pretty much look away.<br /><br />Star Wars became a massive success that stunned audiences with it\'s ahead of its time special effects. Lord of the Rings created an entire world of mythical creatures and massive battles that dazzled the eye. The Matrix changed the way action and sci/fi films were made, specifically with the cutting edge special effects. With all the advancement in technology, we eagerly await the next big thing that will have our jaws dropped to the floor. Then comes American Pie: Beta House, which pushes the boundaries of what technology can do. When people have created spaceships, landscapes and creatures using CGI, Beta House decides to use this technology to create semen. Yes, the thing that creates life, the thing you see so many times in pornography films is created and time slows down to show us the white residue shoot across the room onto a teddy bear. Is this funny? Disgusting? Neither? Beta House shows more nudity then The Naked Mile, which is surprising considering the previous installments title. Does the film need it? Of course not, does it ever advance the plot, does it ever? Does it ever get a laugh? Does it ever get young boys aroused? Yes the women are beautiful, but if I am the one who thinks there is too much nudity then you might as well just have made a porno.<br /><br />The female who catches the affections of our main character is pretty and doesn\'t annoy the viewer, like previous girls have done in the series, but not once did I ever believe this character would ever do what she does. I\'m pretty sure every action from the characters in this film are far from realistic. The American Pie series has fallen from a realm of reality into a fantasy world. None of the events in this film would ever happen, if they ever did then I need to attend this school IMMEDIATELY. Is this film suppose to make people feel like they are having a good time? Well it doesn\'t, we are watching them have a good time, by the end of the film we hate them for all the fun they are having.<br /><br />There is a ""Deer Hunter"" scene in the film, but to make it ""funny"" for today\'s audience they decided to substitute bullets wit horse semen. Are you laughing yet? Instead of shooting themselves with said semen in the head, or face, they place the gun in their mouths. Are you on the floor laughing yet? The first time we are introduced to Stifler\'s roommate, he\'s having sex with his girlfriend. Are you cheering at the nudity yet? The film at first seems like it will be about the boys trying to get into the frat house, but then it shifts to them already being in the frat house, but needing to perform certain tasks. Then it shifts to a competition between nerds and the boys. It goes a little ""Revenge of the Nerds"" on us for a bit and it seems out of place. I honestly do not know what these film is about because it goes all over the place.<br /><br />Most of the comedy seems forced for shock value. Even at the beginning with the Dad showing his son the list of people he has had sex with. The joke is in there somewhere, I think it might be the fact that his wife is not the last name on the list, or it could have been that one of his son\'s friend\'s mother was on the list. Either one, it doesn\'t work.<br /><br />I guess if you haven\'t guessed it yet, this film is not funny. Nor does it seem to be focused, the story is pathetic and the so called crude humour that the series has been known for doesn\'t shock. Skip this lame installment and any future ones as well. I do not know why I have seen all the entries in the series, but for some unknown reason they seem to have found their way to my eyes.'",0
"b""Jet Li, is one of the best hand to hand combat fighters in the world. He has been for over 20 years and he puts others in the genre to shame. While he is big in Asia, he is almost unknown here in the US.<br /><br />Black Mask is supposed to be a breakout movie for him, but it fails horribly. First of all, it is dubbed. While it may have camp value (the dubbing isn't even close and it is flat in tone), it seems inappropriate for the ordinary movie viewer. Secondly, the director in this movie, Daniel Lee, does a horrible job. He cuts scenes so fast, at times, you don't know what's going on. Other times, the camera shakes and wobbles. Fans see Jet Li's movies for the fantastic martial arts. However, the director edits the scenes so fast that you don't even know who's who half the time! Other times, a scene is left hanging (ie Li is beginning to cut a hole in the floor of a jeep, while the badguys arm their guns, two seconds later, both Li and the love interest are already under the car!) Other scenes are so improbable, that they cross over the point of being completely ridiculous (killer CD roms? Just give him Throwing Stars!!!!). Li, needs a director who is less prone to machine gun cutting and more to creating a cinematic mise-a-scene. The added rap/techno music goes from being okay to intrusive. The plot has possibilities but are all squandered by cartoonish characters that take away from any credibility that this movie strives for. And are we really to believe that the love interest would not recognize Simon, because he has a half mask on? Wouldn't the hair, lower jaw, or voice give it away?<br /><br />If you want to see a Jet Li movie, try Iron Monkey or his classic Shaolin Temple. This disjointed mess is a complete waste of time.....2/10""",0
